Accession	AJ_F1_1	NOD_M1_1	C_F1_1	P_M1_1	NZO_F1_1	WSB_M1_1	B_F1_1	129_M1_1	B_M2_1	129_F2_1	Pool_1	AJ_F2_2	NOD_M2_2	C_F2_2	P_M2_2	NZO_F2_2	WSB_M2_2	B_F2_2	129_M2_2	NZO_M1_2	WSB_F1_2	Pool_2	AJ_M1_3	NOD_F1_3	C_M1_3	P_F1_3	NZO_M1_3	WSB_F1_3	B_M1_3	129_F1_3	C_F2_3	P_M2_3	Pool_3	AJ_M2_4	NOD_F2_4	C_M2_4	P_F2_4	NZO_M2_4	WSB_F2_4	B_M2_4	129_F2_4	AJ_F1_4	NOD_M1_4	Pool_4
sp|Q9CZP7|CD37L_MOUSE	82224	96882	75724	71027	113123	93639	108719	126460	97388	109548	95636	81404	77766	44468	78047	117348	101093	114306	100653	147431	82130	95636	120734	97301	86060	73408	119127	94668	106972	97873	74322	85062	95636	105381	35061	83840	93256	124248	82314	98854	93976	98494	112093	95636
sp|P02798|MT2_MOUSE	49773	6527	109804	306705	29699	100855	7370	6604	9746	18458	76450	14800	31071	21131	38245	15894	476976	4804	9278	647	30239	76450	4156	323143	5553	87188	7770	118195	9057	17439	87400	128877	76450	12282	373990	10272	214320	21946	177920	6933	19361	47948	4151	76450
sp|Q6ZWR6|SYNE1_MOUSE	207638	181462	169223	168869	139130	132485	169110	166234	181220	208804	171571	181178	170635	148341	168567	154513	198873	167617	170965	153236	188171	171571	148990	156395	160752	161965	158059	145807	172251	215748	227005	173924	171571	174945	201461	168231	159000	138136	143797	157733	170610	209726	193250	171571
sp|Q6P5D8|SMHD1_MOUSE	184682	112876	153665	137938	196320	119269	185926	121065	129045	164813	151188	171199	136805	166639	149023	189220	169711	137187	121105	143945	148860	151188	122092	141434	141315	159443	124373	141400	180372	205908	152533	142427	151188	139377	203628	134892	182490	113203	121241	133975	174870	184338	139418	151188
sp|Q8CFI0|NED4L_MOUSE	161784	160912	163947	119756	186851	162326	130680	125844	140301	116485	147924	129595	221908	117004	141095	157395	169293	142717	127814	160147	122735	147924	140686	160277	208933	127219	179389	111310	129783	139101	134450	160020	147924	127932	218462	176572	138017	154603	125927	155474	135087	123106	150903	147924
tr|E9QAE3|E9QAE3_MOUSE	145320	129582	149592	192735	137366	118258	140308	137274	117935	135048	143476	160201	136952	166011	174353	145308	148981	127413	122215	143828	132594	143476	102015	124412	151502	184739	124195	127578	121932	153530	137162	202324	143476	140486	195783	146529	175771	120795	128252	119979	132655	144085	140710	143476
sp|Q9R0E2|PLOD1_MOUSE	208586	137495	153377	133648	264385	157165	171861	120153	152024	128629	164194	202624	174844	171379	165986	146954	203368	150369	143511	133353	156592	164194	208637	143487	202073	133260	153633	155753	172672	166468	162536	137889	164194	187763	86290	178118	173649	145891	161685	157293	135773	199555	165243	164194
sp|Q9Z0N2|IF2H_MOUSE	556	149998	2448	133636	1266	120123	12139	152467	168202	5239	72921	26413	89648	2647	37677	20355	89497	146069	113170	145733	5151	72921	155781	4802	231944	8152	190616	7029	15725	8698	6948	101182	72921	126922	17958	113256	20335	126430	8043	141135	12261	16925	124672	72921
sp|Q8K4B0|MTA1_MOUSE	194658	143624	164435	138824	191371	143988	170760	151402	137092	187426	162400	178712	152394	146154	160079	189517	190622	130169	142154	156139	186069	162400	165725	153071	143665	164068	152474	187557	154777	178482	160701	155862	162400	162302	125579	160173	175700	165687	163743	134636	175776	172058	163916	162400
sp|Q08093|CNN2_MOUSE	107013	96967	77974	82892	134671	102234	122089	74490	98738	82118	97534	99046	84209	77780	91506	119621	118798	100270	73928	98256	119114	97534	48360	52313	91019	93322	58835	95628	129280	221151	80475	98583	97534	98244	127114	83703	110944	73382	92070	103015	82706	117024	97101	97534
sp|Q9JHL1|NHRF2_MOUSE	112935	110039	104372	127988	89732	92918	95644	86950	101181	120381	104867	104395	106823	101718	139060	87543	106455	104067	105174	83355	107808	104867	98388	81676	94646	117059	91807	93151	112295	105794	103629	146423	104867	108257	113209	109590	129429	71236	91114	105112	98435	109732	109957	104867
sp|P28700|RXRA_MOUSE_family	175281	146283	200916	151763	172217	156748	175141	153818	149858	175451	166362	174008	107149	216055	169937	161642	189342	137217	173235	136587	185200	166362	145275	166536	167962	178150	127784	187460	157719	176011	176005	178356	166362	166224	111944	164354	178381	160645	169581	135875	187413	187378	168710	166362
sp|Q4U2R1|HERC2_MOUSE	140123	141325	150058	92154	122311	134202	107886	127701	113161	123571	125334	116607	149568	127329	82511	123807	159872	85700	119914	131863	151092	125334	75218	251241	150487	87029	127535	188121	114269	92576	65370	131924	125334	85743	231303	159640	96585	114439	162901	104175	101785	68779	170428	125334
sp|Q9DC23|DJC10_MOUSE	49775	174121	205452	166206	154673	202855	145327	131759	135662	139452	151214	50712	128157	198822	209393	154796	198619	130314	118482	120353	199601	151214	49291	138813	229927	156159	123594	159541	146258	158086	190297	190699	151214	53215	103748	266980	185256	133942	185642	147267	138428	55075	199822	151214
sp|O35075|VP26C_MOUSE	188395	194924	183588	126279	166953	162806	145029	165697	160526	178801	166699	208582	143881	178936	147198	143474	176700	166574	182377	133899	169362	166699	166776	178149	168188	131601	144071	157991	169982	227956	169700	151672	166699	181689	187557	151354	136613	130860	162218	162536	165041	214234	181661	166699
sp|P49222|EPB42_MOUSE	71943	140874	38197	169750	274275	369826	127830	199571	323171	65291	171214	68395	126520	174562	253550	230226	137862	102643	108795	148502	410886	171214	63072	97699	264950	219834	91797	270142	130718	226374	147801	195176	171214	128322	464161	65281	317646	75303	192064	274326	74407	120641	157446	171214
sp|Q9Z2A7|DGAT1_MOUSE	174592	168849	225146	140993	133395	229119	164574	154037	192047	185512	174980	159137	175388	175172	232552	162873	187114	169767	162393	166016	164863	174980	158172	131989	213311	193270	148202	159276	166651	164852	202057	211589	174980	184511	195073	196841	209256	164691	155632	167713	180107	148711	153282	174980
sp|Q8CJH3|PLXB1_MOUSE	105556	101496	132497	159500	115987	209588	174008	58909	136231	74991	127484	83652	79143	109611	162612	95123	249957	100472	24344	227358	181845	127484	88750	87492	140276	139638	88474	178815	165682	67284	148037	187032	127484	119732	134524	168260	170140	100101	170182	118922	66693	120219	92912	127484
sp|Q811S7|UBIP1_MOUSE	60933	59851	62127	60759	65904	56520	74188	61163	71443	60370	62992	36972	21955	118074	34992	97642	52107	76129	54895	72784	72447	62992	61617	52529	72757	60320	65215	51180	66653	53134	75266	75272	62992	70119	40494	65096	60303	55233	55784	83376	54347	68631	68243	62992
sp|Q8BN82|S17A5_MOUSE	125907	163855	215207	181662	143233	177435	128233	196351	138474	153751	164748	144360	110106	216984	180117	153658	176262	126907	184466	188928	151512	164748	107928	143612	231212	156231	150449	154928	110848	170056	234556	204834	164748	117198	121180	237348	153330	148076	204205	137653	180907	132535	183998	164748
sp|O35598|ADA10_MOUSE	98374	147920	174604	76602	234523	120363	76175	162799	52259	194641	134630	149243	131344	122647	117189	142348	159998	121188	127310	150769	123966	134630	99758	155522	155827	78369	180279	150038	96784	179937	182502	90782	134630	142715	213434	119086	118717	125970	110955	136369	131126	148643	135495	134630
sp|P70236|MP2K6_MOUSE	30426	29724	22685	21061	27702	23063	30319	25705	28420	31811	26678	25267	18559	18416	32039	28317	22001	27752	30183	29431	32307	26678	31607	14300	34966	20304	27636	32148	32007	33018	16143	23186	26678	32740	8620	26647	19144	29974	23436	24071	28279	32959	31570	26678
sp|Q9JJ06|C1GLT_MOUSE	140363	158110	127159	116243	130550	155541	149271	146463	161625	120279	139067	140867	92105	111764	136862	128673	160965	160190	161196	131735	129852	139067	157781	149454	148917	124234	142311	130707	148448	139404	112085	135689	139067	153295	61466	144744	109359	111802	135352	160956	124352	158127	193821	139067
sp|Q8VCV9|MF4B1_MOUSE	98900	112186	224942	266963	97922	115958	103526	150751	82739	112050	145074	126320	46912	288699	280243	107169	111259	109097	171902	97334	112782	145074	127722	66598	236832	138239	154231	99287	107156	107425	203740	221646	145074	117125	26030	258152	205338	141391	116581	103723	135903	118395	132775	145074
sp|Q8R344|CCD12_MOUSE	150764	118594	127830	142632	167582	138272	144672	124612	120458	132117	137720	157666	107210	127675	144789	156972	166736	123664	114452	144951	142993	137720	146829	146736	122795	145423	137962	130284	144290	145242	121504	130127	137720	131399	140446	125229	204247	121988	139207	106999	140524	128234	130012	137720
sp|P11247|PERM_MOUSE	106639	97973	139838	58088	93513	174562	69927	52368	65291	59117	92849	140463	63172	143992	68534	82135	124130	62402	55799	81947	134362	92849	67067	114940	118557	66234	66112	81183	88285	144785	123438	67004	92849	106816	398993	81012	45500	106922	45871	60686	33989	121706	49249	92849
sp|Q8BKF1|RPOM_MOUSE	97965	111737	100460	77968	89003	100478	80701	109696	96115	111513	96690	87605	150212	91636	85416	75357	96087	82070	109763	107029	76479	96690	85560	114675	107689	89908	93919	81394	90253	95495	115540	99975	96690	94171	134163	89133	71031	82072	89237	97076	111550	101842	117643	96690
sp|O08586|PTEN_MOUSE	113970	158799	115538	111884	102381	113919	93258	106852	174102	120351	119175	86795	97259	125998	122366	123990	128722	135850	126288	103269	122146	119175	117137	108922	130811	114781	138638	108449	124057	112545	121440	120346	119175	128898	71870	113153	99629	137680	116707	120918	113962	122814	143978	119175
sp|Q91WR3|ASCC2_MOUSE	182443	170119	123360	159133	200140	167481	155602	157552	160255	136500	161744	180773	161640	121522	155117	149791	194958	174623	149580	161371	161574	161744	193169	161940	140884	148511	195746	165197	166106	153043	129745	158236	161744	149745	236693	155288	122487	134148	218575	179071	144774	141145	185233	161744
sp|O88207|CO5A1_MOUSE	84317	114459	90829	68306	63951	113740	102885	75760	102761	98039	89496	47428	215604	66625	42250	59642	145568	198446	55100	18114	31751	89496	59671	67992	37137	21232	21806	33623	112035	397783	65434	50959	89496	92222	126158	111402	62349	82249	78763	84419	84051	83660	102155	89496
sp|Q80XA6|REPS2_MOUSE	85244	105276	75641	100117	94757	84187	75277	94729	75322	96770	89264	80966	106353	101921	108297	78707	101472	74853	87492	74846	77016	89264	37124	70695	37227	239895	38835	97411	81020	106509	113597	40962	89264	90332	79595	89895	106003	93243	75053	67119	90727	90376	95663	89264
sp|Q9CRA5|GOLP3_MOUSE	116796	227387	192282	133186	108727	211562	124533	147020	220300	157232	160728	146412	165693	174179	209618	122704	192977	144134	156234	134352	152732	160728	136914	160173	196360	154359	149470	144808	143136	168400	174972	185592	160728	131849	91352	153949	177593	190054	157377	153537	149405	155798	202193	160728
sp|Q8K245|UVRAG_MOUSE	170161	164465	151943	139180	161984	163716	158621	184040	162992	194000	163296	165652	197811	138294	154737	155214	165219	147905	187248	159368	143018	163296	188145	159782	157137	128547	152625	158707	172783	207919	145071	154885	163296	147456	351400	125271	132665	163739	140443	147494	183363	186148	145183	163296
sp|Q810D6|GRWD1_MOUSE	121371	126461	177660	177876	159000	186174	118441	141557	130755	125651	148894	118430	121765	176932	188345	122593	187342	138321	147042	87418	178537	148894	114197	127951	199981	157501	125221	145398	130720	143575	181951	170494	148894	103169	200238	177920	204196	132256	174804	146069	130898	99621	136811	148894
sp|Q9R1K9|CETN2_MOUSE	122155	136931	94838	87242	137819	149109	148420	130909	141727	181216	128544	134961	102278	101357	92806	163557	140558	131089	137281	127564	136150	128544	144858	122988	123390	108701	132380	138712	137993	160164	115102	96514	128544	131675	44342	145274	124355	151092	130063	116773	118177	142153	132014	128544
sp|Q9WUA5|EPM2A_MOUSE	104215	96028	107734	119434	125934	69473	137548	91711	129817	103190	108549	72878	142544	140674	122171	98005	61158	178209	109095	99182	72557	108549	94415	91136	157006	118952	154635	66701	114203	66872	137216	101744	108549	78553	98625	159688	139373	140816	49275	112556	78602	98285	98482	108549
tr|K7N6C2|K7N6C2_MOUSE_family	37705	17382	162297	156715	99402	27774	279481	21153	107544	86747	101039	89192	37461	138359	283307	110657	49683	53972	65802	42282	190242	101039	16135	44344	99844	190488	21285	90769	274616	44427	91718	158973	101039	69007	18372	92258	236329	62353	268240	52032	72052	79531	21027	101039
sp|Q91Y74|SIA4C_MOUSE	154040	135913	168051	93134	283292	167246	142886	132443	132581	147171	155713	144778	84451	163960	124243	237430	219363	101248	125290	179226	178596	155713	162686	123453	203532	114872	215491	186354	128543	149159	151319	132005	155713	191585	54414	166832	105327	208632	224821	123285	145651	161535	133130	155713
sp|P31649|S6A13_MOUSE	124805	108898	309709	69405	114792	244067	82968	108174	117219	127614	141862	110050	52962	211038	83660	131153	200475	107371	116055	98407	294343	141862	108130	98754	155171	84148	113430	238447	152927	163567	245189	83949	141862	120983	42573	169296	77130	153467	265146	139519	146151	151779	122865	141862
sp|Q6NZQ2|DDX31_MOUSE	216551	140178	137452	134608	223337	123519	179458	132569	115543	163180	158024	182672	109876	156512	106548	202464	171758	145094	151915	164758	187576	158024	147210	173619	150309	162554	138931	179035	153266	158375	141208	173991	158024	163934	122722	152149	166471	182729	154140	125740	168529	169935	149354	158024
sp|Q9CR39|WIPI3_MOUSE	155177	153511	159420	245366	157580	189207	147020	184896	143972	153307	172331	161179	108843	152755	232427	155690	229737	144817	181037	147507	173693	172331	163291	147536	132378	195225	136028	156414	147789	253005	148259	216543	172331	202028	88014	173302	192932	185489	174817	170193	151180	181659	159845	172331
sp|Q8BKR5|PPR37_MOUSE	150424	175528	140451	165285	159978	146795	164007	168525	146312	180581	159415	160097	123096	165054	170944	161360	161697	154008	176090	167634	139938	159415	177885	165688	157949	150193	156142	128372	138806	173062	159407	178934	159415	142195	72112	219221	136763	129224	122818	138991	157452	205807	198114	159415
sp|Q9WV02|RBMX_MOUSE	128539	119487	114128	176737	153719	91312	130247	112578	69748	125012	126046	127635	98366	123614	121725	141099	152611	109825	114476	119640	148871	126046	123898	120313	119815	119010	150428	112005	132814	125435	117845	143209	126046	295170	58040	57161	39166	194112	44862	65365	46786	346548	45239	126046
sp|Q9Z1T6|FYV1_MOUSE	136031	133678	101366	121235	130336	104087	154745	111147	151963	120554	125306	136821	88563	90022	120819	138764	128940	148072	133189	144014	110587	125306	129561	126070	118943	122388	125923	117348	135722	126464	125663	125571	125306	135437	124570	106596	128756	112614	115331	133644	126114	135355	136951	125306
sp|Q9DBR3|ARMC8_MOUSE	138643	141011	138575	146075	165836	144594	146112	117891	152311	131435	142359	147180	122399	138201	179957	158483	142709	136216	116709	168379	138421	142359	114156	108857	161843	153658	135041	142095	142505	143464	132541	191595	142359	134456	134814	141004	167811	152122	147413	126591	125407	139115	141425	142359
sp|Q9CQA1|TPPC5_MOUSE	112352	161522	199661	94865	133037	143582	117203	160537	133537	146677	139816	149745	127247	137650	138517	149012	155481	132434	136697	132760	135398	139816	132332	135439	146900	125227	140352	133088	145255	147140	147251	151215	139816	130558	136482	159961	117981	113460	142743	143784	136168	152226	158774	139816
sp|Q8R5K4|NOL6_MOUSE	148729	140473	156311	183991	151927	188141	117443	145494	119463	130877	150983	135156	119318	127794	174113	151200	192429	122116	161901	149266	148324	150983	143375	135354	163404	176701	147101	154973	116091	140227	148317	176041	150983	136119	205932	166559	163373	112056	171945	122627	143359	146159	156732	150983
sp|Q8CE96|TRM6_MOUSE	221447	172596	114568	168444	247055	194344	168307	96507	172041	113206	168226	199765	185381	104076	140614	197614	218964	181361	98639	229928	166825	168226	220037	194054	149186	125735	247981	165553	161600	146101	142072	133600	168226	249611	138894	146073	102972	242877	113039	134823	104819	280740	127230	168226
sp|Q8BQZ4|RLGPB_MOUSE	170214	166144	152306	147974	160132	161010	180258	154148	172108	161802	161537	162921	180854	152998	152571	171268	173391	157238	142711	173325	161290	161537	157225	168229	164138	147550	155086	164407	162271	167343	163791	169143	161537	152934	204860	165513	152278	153915	176799	153541	162705	168189	144890	161537
sp|Q80YE7|DAPK1_MOUSE	167179	139229	179115	121282	187381	156912	201545	120786	182412	164113	160108	177593	148779	182825	154194	210561	163378	150561	116712	168650	168161	160108	146843	141088	171778	139628	205269	141612	194402	159085	168814	150907	160108	144677	141886	154818	160001	153097	197046	153678	156705	180524	149790	160108
sp|O54879|HMGB3_MOUSE	189140	162042	182177	142972	213369	117890	188143	145426	139959	178512	166959	161725	113986	155375	152911	178594	178991	164217	210346	189393	121021	166959	134795	157045	180986	173103	154921	128203	182574	209649	170983	181090	166959	166230	119821	116625	214093	219884	114851	123349	143074	236457	160942	166959
sp|Q3UMW8|CLN5_MOUSE	138596	181123	122011	114450	119092	51845	141822	127375	181586	148760	130662	158146	173092	138543	112459	138522	74971	163711	163768	143570	41638	130662	163567	153313	115537	108622	149745	61229	151412	159999	128711	112246	130662	139329	260287	100578	92897	121215	72599	159770	129993	143175	153100	130662
sp|Q8C0L0|TMX4_MOUSE	138459	204914	140691	146808	126051	178731	146339	192312	190172	186467	161991	164901	178165	161322	160337	137972	158397	158838	190444	141562	145877	161991	154903	135740	235601	118261	156658	137966	160920	214957	148079	161874	161991	139407	288156	209904	103635	112532	126561	190490	171414	134531	204331	161991
sp|Q8BFU3|RN214_MOUSE	137852	149460	147847	129356	153319	158536	138969	137508	145352	132331	142812	131552	165464	139894	132221	118807	161838	143134	134469	127473	169485	142812	140297	151614	156773	113538	149417	152613	142418	134385	160370	138757	142812	143855	192788	148322	123848	133220	142652	141317	139057	139920	146695	142812
sp|Q99J23|GHDC_MOUSE	144599	169005	120670	119145	131773	166455	144046	159188	130236	143145	141658	146394	136285	94113	122848	159549	160532	124341	150644	142881	160491	141658	156080	142801	124012	133868	143940	150837	146271	165058	104847	139799	141658	146077	87323	139992	104927	113603	191477	172965	161172	147175	149498	141658
sp|O09106|HDAC1_MOUSE	82803	65985	85871	86631	68881	98088	80694	69295	96304	73055	80500	71675	87471	61380	102893	53057	101264	66208	108707	49533	67943	80500	73905	71839	76600	84857	72430	76264	89669	91841	75339	90736	80500	69380	78535	76680	73785	56176	70810	80582	70879	147870	67014	80500
sp|Q91Y47|FA11_MOUSE	176711	235253	121078	167179	206368	144725	140957	212537	116283	159408	170053	189261	35901	134024	224192	262607	172822	112219	224569	190785	110082	170053	212644	110152	155080	154773	213754	121225	137155	184329	135208	257131	170053	188118	53577	145983	190821	224585	123867	136345	158994	170035	233336	170053
sp|Q8R3L2|TCF25_MOUSE	155732	194014	137450	113154	146598	138733	138024	146002	167921	120198	144912	163317	120058	135340	144925	142994	144025	152872	147335	171693	127157	144912	183236	161691	150250	120462	180067	110577	136983	127766	131548	146444	144912	172907	52562	137860	122023	166626	139905	148800	123908	153386	185201	144912
sp|Q91YE7|RBM5_MOUSE	113210	114996	128077	93915	85973	142428	114660	107290	109375	119358	111952	117821	104072	115709	111710	117537	128256	104647	99993	108557	115647	111952	67984	81445	154243	151219	82433	82893	128940	145339	114787	109425	111952	101648	80627	130863	113440	88212	124938	148100	109485	99175	117196	111952
sp|Q91VX2|UBAP2_MOUSE	99241	93382	95894	94182	105409	110232	88614	102004	102564	84115	97673	99738	96940	99408	99223	107101	110441	83166	96901	104470	78505	97673	89132	100052	122482	94829	93728	75564	91697	104541	105353	102701	97673	93027	41173	123518	104179	109417	80396	101097	90126	100582	97548	97673
sp|O88874|CCNK_MOUSE	167156	153383	171866	171810	151745	145156	168279	155525	141484	156013	159696	181229	144638	190984	182738	175325	167672	140292	139724	145994	148908	159696	145265	155293	156403	181720	135373	146217	149450	163842	183525	176321	159696	167294	154372	143917	182586	175451	147943	139902	147543	171137	154227	159696
sp|Q62348|TSN_MOUSE	194998	155859	107668	180878	198414	158246	183880	160399	207441	190049	171611	178337	127188	122995	166173	175622	184598	172392	179743	214588	179465	171611	157504	128978	141725	178381	195634	173027	192363	214788	131546	195733	171611	171868	129199	124126	179721	170448	193772	199998	173480	188722	179927	171611
sp|Q99KU0|VMP1_MOUSE	228803	147989	133116	118659	185249	124297	120572	112132	126259	88460	141512	126429	153787	135119	164484	137897	142611	148289	133798	164598	115521	141512	132222	143484	163828	160590	134834	113567	123114	122431	135160	184370	141512	143425	95705	158637	143324	139765	113992	152703	115593	151174	166701	141512
sp|P46096|SYT1_MOUSE	40742	39900	149595	74051	47343	35127	28924	48251	20483	53560	57759	53788	42436	190416	109414	24413	66453	8904	27124	53709	42825	57759	38378	47900	103082	50572	37940	44876	37919	46726	112886	68148	57759	46384	22132	158591	51803	44306	43030	29170	48707	46605	44159	57759
sp|Q9DAM7|TM263_MOUSE	145039	184166	69286	99486	168496	119181	212143	169363	183937	158917	146139	106796	171235	53820	138801	131611	164358	188374	170609	164315	127808	146139	140314	189884	109432	106875	175137	127666	180409	198931	89517	150486	146139	139424	117584	118516	138692	135702	143263	168666	164787	142126	190760	146139
sp|Q7TMY7|IPO8_MOUSE	133853	170460	138967	242114	161283	147818	140338	191252	137353	142779	164279	172629	128636	141058	284573	180333	153294	139657	160520	162269	131662	164279	139359	140454	175150	199433	153817	130091	135983	163441	143836	252425	164279	140763	119035	175592	237450	164132	156577	134440	151066	157096	163121	164279
sp|Q9D0B0|SRSF9_MOUSE	180224	143602	138154	160651	163004	132687	152758	128664	136899	151675	149960	160314	173423	165571	183863	149371	143493	126061	131305	142381	150085	149960	124802	147479	138450	184184	146259	141923	143440	153851	147153	168711	149960	131639	196392	141147	169183	115794	163070	138429	154746	155798	152072	149960
sp|Q99JT6|TLCD1_MOUSE	168570	149970	142137	112591	177269	134254	227058	160410	198203	188409	161716	139237	194640	139023	123281	177822	175613	157233	170928	146270	173998	161716	132530	192838	115889	177805	140344	181255	198525	238528	109687	121997	161716	115998	161344	134591	184020	108140	228426	179596	232203	133121	170974	161716
sp|P35831|PTN12_MOUSE	374540	88301	94582	81658	384029	83443	102857	80988	91263	95849	153577	149362	126578	132976	147128	168597	187053	149313	155945	150928	147997	153577	153863	142657	134921	152702	146608	153044	178709	169651	129669	170522	153577	157948	187576	129900	135182	165158	144593	164734	157284	160676	155838	153577
