"accessions"	"AJ_F1_1_tmm"	"AJ_F2_2_tmm"	"AJ_M1_3_tmm"	"AJ_M2_4_tmm"	"AJ_F1_4_tmm"	"NOD_M1_1_tmm"	"NOD_M2_2_tmm"	"NOD_F1_3_tmm"	"NOD_F2_4_tmm"	"NOD_M1_4_tmm"	"C_F1_1_tmm"	"C_F2_2_tmm"	"C_M1_3_tmm"	"C_F2_3_tmm"	"C_M2_4_tmm"	"P_M1_1_tmm"	"P_M2_2_tmm"	"P_F1_3_tmm"	"P_M2_3_tmm"	"P_F2_4_tmm"	"NZO_F1_1_tmm"	"NZO_F2_2_tmm"	"NZO_M1_2_tmm"	"NZO_M1_3_tmm"	"NZO_M2_4_tmm"	"WSB_M1_1_tmm"	"WSB_M2_2_tmm"	"WSB_F1_2_tmm"	"WSB_F1_3_tmm"	"WSB_F2_4_tmm"	"B_F1_1_tmm"	"B_M2_1_tmm"	"B_F2_2_tmm"	"B_M1_3_tmm"	"B_M2_4_tmm"	"129_M1_1_tmm"	"129_F2_1_tmm"	"129_M2_2_tmm"	"129_F1_3_tmm"	"129_F2_4_tmm"
"sp|O08734|BAK_MOUSE"	114064.430004282	107609.234268653	96168.9403855209	112521.484564196	89727.5621123915	111713.55626378	104284.218974398	109705.50273896	87997.5680034148	90427.9735725416	114258.004939876	107082.606260114	95074.1189838349	104853.695146712	100143.281093126	64879.5457563662	104315.313904909	92110.4959837877	93559.2369559772	107614.150625962	96343.1280476339	95309.401507952	92144.8885983656	92082.6345818046	88595.5391773255	146634.582392566	124781.270231843	111299.705868273	122128.063725096	135895.432186534	103934.738087259	112514.07757182	82888.8344828764	96743.6454484995	94672.7407435544	61765.7002331063	70493.5369947086	72613.9877114836	93815.4045284743	82387.1323887513
"sp|Q9JJG9|NOA1_MOUSE"	45138.3196844467	39359.6925957142	37885.291301651	48180.0533407505	48380.0206104469	51271.3362090004	74628.6810009121	67189.8681319036	141027.386568382	68058.8763943088	52376.6836375342	54708.6857565189	53242.1146128437	49718.0627518769	50092.80313262	70245.1354598104	48371.4146456391	70483.1919424115	66716.1443181617	62118.6971687533	42326.0756371963	48325.7277925385	50646.5764942746	39413.9724037464	51917.4015742028	54008.3312083753	47259.6465438299	54950.1835522557	40815.8645844863	10727.6057879722	45864.0726263168	65104.3501040614	46971.7922012584	46520.9202770741	41197.874898449	45277.8374210007	49676.1893308888	58421.6322897707	49151.2164020231	32722.3086302097
"sp|Q3V3R1|C1TM_MOUSE"	152952.858643397	124315.817983104	113325.912488504	110795.093141912	155349.557712889	144754.579919378	160815.502883138	102219.131448345	228825.811292572	166081.90690189	70544.8054772985	140533.168958265	75461.0030023774	82123.1738212014	66464.9492548896	89954.0203674863	98221.2621469671	105057.584068716	90755.4911822579	117820.798539954	146449.421384375	125507.090870269	111178.366507494	98354.779096139	83668.2450711681	154717.56106276	141181.782997821	150776.741251118	144982.653830667	117115.069724701	108904.271986306	123292.33975514	114581.746210444	124950.214647556	120600.590806444	165017.982377625	201716.884299346	142039.73330744	337590.531312063	226176.696294845
"sp|Q8BM85|TBCK_MOUSE"	114480.762871721	122928.167313926	102046.952739231	116421.559731809	118883.350001367	111143.458300469	110725.065681913	115379.979467073	96076.4487628802	120928.617915307	124383.588459221	114007.501909122	116053.294288228	136782.348971007	111207.465858011	96725.2206415652	115382.716842971	114569.153188455	114611.236686001	116057.247946389	98667.7532551318	114126.629376463	134745.595837535	124160.902734205	101358.422753105	109200.390686595	106997.057648548	99893.8886170951	112012.685231069	125122.489972899	145369.878809993	139007.424695166	135153.500660114	117508.472956987	116923.146470096	105218.611691248	124179.79202589	107957.106371061	105812.182308883	121162.402671496
"sp|Q8R1K1|UBAC2_MOUSE"	115718.006193078	113305.905436859	97752.3465635276	138604.708603935	121714.871025704	164145.801301182	188897.594527904	180202.863950853	144822.423832702	142805.279718659	71120.1227227158	85695.8349226357	121212.590660179	122522.735928182	116769.378248079	107637.410330571	110295.938355233	122177.600364524	107494.771458164	85355.2556061681	87805.7354708586	94385.5735002164	98475.5844702306	94180.1540247594	86132.4014579356	110457.008628228	88691.8055138713	115931.999706932	102135.930123607	113892.153598131	132663.729686966	127065.082145918	130751.937945724	110386.838547876	111740.60482233	137337.718503023	149816.949757691	146990.196314942	123699.125772347	132350.116351415
"sp|Q9JJS6|BCDO1_MOUSE"	148506.42361914	172195.531931267	110478.84602521	158523.930542748	182675.569234399	136205.083127034	89098.1951664987	157703.951238906	108836.328080036	114006.13176067	194390.76988994	213374.226616634	205891.16919138	194213.000685059	212309.796873811	81658.8955394891	120901.876349487	112891.294617099	113832.843418673	133111.493933043	122699.697183237	155109.83892261	95237.0463810992	87846.7680668351	96015.5123568274	190817.385843857	202784.968774351	191511.372031568	179657.806716238	144578.868915171	145964.541005004	104197.214234528	77043.9493413957	117392.070309184	70767.8383748841	134162.285847829	156287.783831653	95489.9590337897	141989.788852049	133673.782586322
"sp|Q8C167|PPCEL_MOUSE"	122807.420220517	103689.409421299	117399.863351659	111155.084989627	111301.74496824	117802.163058789	111080.003328799	123865.511111808	135932.260509576	130272.163080043	124924.188284656	123636.021548815	121917.469671041	120692.137039384	128996.543310369	127042.926050341	111656.096582467	125567.662595391	123061.680547651	121107.685156325	105088.00620765	113284.286729665	117558.528827728	109455.811437539	105172.313415386	82750.1865879997	99326.4492964841	96128.1393289836	92395.3849320818	89183.8016118406	107498.706798098	108067.130287523	132772.174297661	112467.034141801	108752.618208113	129143.483284055	129164.399314431	141415.656247097	112878.687200089	123391.898177057
"sp|P31750|AKT1_MOUSE"	74503.991136781	70702.9157438614	77465.3379899557	66882.9540502274	82319.6700255432	49850.0366153493	68835.7890007969	70265.8995365674	81141.8343169161	56820.972481274	65480.0298650559	62167.2707508997	60155.0587665329	74048.4773528035	62728.7908801014	62178.5487533697	53643.3607894007	54859.2072806662	61219.5785926028	78337.6291130511	97377.6059318504	82910.8638780973	58404.7327333565	65544.675692839	67864.6393728165	50526.148621468	64590.78125636	84314.1816050418	67621.5663869239	72029.5056171183	82831.2379680183	64533.3296147508	80096.6125912157	86268.4106173439	57061.4592371025	60977.7338853026	80972.4022353755	64520.5204643288	72947.146975872	64402.6040903052
"sp|P97471|SMAD4_MOUSE"	112406.935388498	125096.131240287	120310.266062073	121570.325967926	128328.50891929	116915.453596823	121911.683044991	130817.74007475	100993.92996465	123754.002591064	114898.789320117	117719.205774402	104982.323947828	122582.920001238	109699.150633586	128482.918462271	119971.190748529	119122.907817998	122364.569132562	154739.702137425	125243.608101933	130485.551898141	123563.1499481	120425.17467522	137110.591709857	106406.286601371	120700.850927727	129417.724933845	124305.374110669	95960.0860342581	132840.927007702	132286.413356948	124751.410558331	129318.324353469	108236.786735186	126275.449724234	138972.885738129	117577.35192894	132541.432332178	126125.893128346
"sp|Q810A3|TTC9C_MOUSE"	36781.2945264968	8723.74845900419	37605.3859514743	41524.6182270041	40892.0275539258	37112.5883485833	27510.431945575	43025.6881630903	22907.1345903889	47320.7878334745	41086.5786593622	34532.0122944258	33222.4107383287	31775.184438001	37705.9567391731	45649.984165583	91206.2194297441	55377.4140519518	60592.273944731	61357.5234260148	50061.0595129063	40168.355936773	25481.2780261114	45630.9996188498	48013.8681826802	45293.6420493473	47207.0895108211	65317.554723717	45730.6870399726	43056.5071901361	51663.5306998822	48361.4282832764	37092.6600457396	48855.9975308436	45682.8831845857	43688.5840979272	44987.6066792789	49511.8270098109	38646.9778089162	41260.6264478979
"sp|Q8BKT7|THOC5_MOUSE"	127340.060638502	135457.384367076	115765.379555007	109922.088388598	128478.095067475	119352.671706408	116914.912869667	112991.001723104	104709.762515642	126035.065063176	124918.236726945	140122.097503919	131858.92364498	127728.658247559	125294.052686126	82628.6657101644	125914.006096314	122074.565100058	119684.18052283	106071.043856592	181376.816792631	115836.840204811	113284.223880913	140713.444245834	131197.227582041	125309.008151844	134310.404009788	139264.365157297	124083.136879404	127556.552292934	118546.008686894	117534.048926093	118208.210540192	117977.093961504	117719.606415575	112782.678764703	125397.460377805	102820.551192353	120890.968814649	148957.330212136
"sp|Q91YY4|ATPF2_MOUSE"	116587.89698434	93928.7668680818	97770.73450624	90799.3606741571	103975.883994912	138238.892816214	175487.364679193	129570.360638946	234529.682148099	117265.21200516	107161.764295539	189611.482374329	157245.017724826	146947.43891023	130865.584433493	77280.2669273682	114317.275722707	118345.092586244	97061.0504018709	89181.8836037531	135439.902000641	78932.8074622155	111291.432675194	154578.507074592	86511.3457224572	117144.393049246	111206.151067961	131800.219811802	112835.06540022	165673.404038064	128998.648380679	121209.617654655	88804.2774425038	99809.2496643421	115302.971295833	149980.018632024	122783.084718304	121911.962944439	99762.9755648867	136770.93460284
"sp|O54941|SMCE1_MOUSE"	112978.046121951	129787.620552565	104804.122593709	110591.065064733	118027.331204984	96086.1650342119	103889.475236272	112508.178952402	148194.281628669	99851.7964723476	118078.904990475	115931.195707699	100126.068552245	123683.285470286	105492.605686895	118377.690813097	109548.481481964	114627.741868249	111234.692918265	126088.924753285	110716.667243064	118999.061259983	95271.3700391511	94649.6717589488	101096.625237024	101551.83446026	111896.641743008	120443.660893543	111156.50861661	111385.552997034	119497.067752989	106923.085728237	104209.74694287	122518.804168019	98064.5093326652	111215.968041957	114180.059444999	107281.622633589	118783.910025008	111525.328392251
"sp|P62746|RHOB_MOUSE"	151661.73695096	173963.72945986	170311.168506408	157058.459642241	144497.323930111	169653.460517662	128235.3229283	133264.321403076	287902.343972186	148496.187937708	123228.986263245	119737.375652952	143792.468300558	113602.453233342	145088.766135249	102405.303069806	116818.493275282	84629.3276638236	121071.709553412	92908.6693311867	158553.402636106	148456.510114507	143425.443247246	157850.841543747	152652.399892127	186583.953706383	180838.782870202	148666.675112371	153876.23962009	122882.87054515	114239.212789694	117410.828715241	128227.420717032	133667.368108448	104754.167201724	158109.700040964	134603.724859703	120092.16657408	192732.356934859	122550.034071301
"sp|Q99N57|RAF1_MOUSE"	64160.3234960832	79533.3326407319	75017.6985044691	69503.9301186033	64121.3087590375	89343.6223401115	62672.4792072022	66074.4532711725	67394.1590749688	78768.1220520045	69619.3382532048	53031.2328046767	78370.7663585337	66682.9498785867	70440.6296264137	69354.2412779909	72685.5759706742	60205.9293867383	76335.1343378897	70586.5079223862	67223.3622821368	94364.9567221479	96334.3939194053	81506.2372738253	70262.5823800306	61763.7922866671	72313.0404856908	44482.2851707542	59522.7091295816	58948.4355991777	62362.4446360455	68669.72189609	59838.2178633143	69408.0891657606	69522.1709823357	62813.931148325	73305.2624121635	61093.7513669245	58715.3246999756	67062.3169146165
"sp|Q8C2E4|PTCD1_MOUSE"	120882.492962825	106465.671736574	139574.700710365	130135.581592573	130495.095388151	102767.555351625	131597.831913288	136403.193081584	124202.042465686	102341.385256288	110840.818887355	110600.332642048	111063.092881147	143375.514174334	112307.920332974	112035.252324593	94968.7098644514	115336.866923693	96848.7613289631	110229.820396463	144839.687262262	136831.592537889	134642.624863379	145856.704816661	173927.268076353	190119.588719269	158110.584561111	145884.081938455	154789.767778101	142094.432788843	120131.774540256	115700.772618306	107868.377336774	128423.228130709	131163.527269675	141523.469518339	122646.770967965	128263.771970471	111069.00696227	126139.305179051
"sp|O35737|HNRH1_MOUSE"	80374.7743710552	69863.0219177798	56419.3160033135	53331.7622895192	53675.3702561655	60307.0930288737	79964.9086765289	74128.4817021787	137051.309959312	78067.1603652954	79041.646036341	80290.5970706239	71672.5158119263	75000.3887749786	65842.5768376682	89408.9670598805	67480.5228544815	61875.706760881	70315.4959867427	61923.9553150916	53884.3009709232	55371.7571352788	57749.5546723071	56477.8799693513	52680.3834401346	72028.6017990629	68468.2216743729	79110.8932133533	75557.586225966	73499.4132847226	46610.9042719028	34825.2373156196	56651.70228201	74275.927480344	68640.9168221292	55045.9560082733	86386.2961108079	65088.0501798305	64730.6528747776	71044.6642776271
"sp|Q8K0G5|EIPR1_MOUSE"	125439.623549483	120980.26710172	147840.08095956	129926.648994308	127264.034587374	115642.103301609	95814.3673384208	104254.108982993	110018.741300434	112060.865180376	101388.753315662	117537.289067222	112181.209587055	116850.387042618	121277.971013948	127418.092612719	128079.789046878	114457.026577124	126387.542689874	129526.069043546	140952.528444479	138948.248419587	131644.352380611	145561.725196703	139552.337414314	117602.140188078	120342.919409822	127043.272232692	114210.478310768	112386.984266122	126660.044192892	147155.987256661	125563.863081992	127020.375530464	125474.239243417	122331.51933061	109366.352977779	121936.638149461	117315.838693236	113873.468961736
"sp|Q8R3Q2|PP6R2_MOUSE"	75952.8295154714	80254.0653290171	86054.5503413628	117622.18649367	117993.553687652	67422.4679550352	63601.2880027924	74002.8011544907	46084.696701998	73377.7658410828	96766.3768266199	83840.4855223357	92906.2835353371	85172.5001893914	71499.720864993	85775.6154193839	87873.2016213122	78287.6081508969	94470.5499581445	73529.383548532	73526.5972990833	89320.7183547242	93062.5416915765	97995.4959604115	108851.739983805	69683.4980920556	72454.4007813697	84680.1006495886	80679.2838921229	68017.7356840129	84956.6047020386	110001.587418854	97259.8018554145	89421.3168190386	78497.2348292952	104383.510815488	94401.3411774242	95724.3734814969	77123.621700492	71686.3793190242
"sp|Q5DTM8|BRE1A_MOUSE"	106279.495186531	108239.635126673	77404.0448475813	98163.9895369437	106233.187224607	87383.7873001499	103861.832117356	101913.308782304	87182.8909520402	105147.189996662	80236.9172100097	93388.5999875852	112116.611510588	95511.1208725935	86269.2820613107	108131.902106859	108632.33784352	118712.787059437	94189.4103751044	104064.313080282	111064.771017791	98437.2612663428	95812.4724131456	87530.3539416205	83528.6876404169	85060.3032525485	113129.013551491	103046.42192396	102760.652294444	118753.225905322	121188.951775831	94180.3127036225	96875.8843154983	109082.326115603	100969.720642028	102810.652110834	105658.41551518	85674.3681028208	103380.453897793	111674.924342416
"sp|B2RX14|TUT4_MOUSE"	91911.6030294981	96658.9022913062	91856.9678194779	71521.6500933971	83475.8261902181	79111.4488602113	93964.4898205371	124329.481800357	99257.0837509555	107288.255930786	111716.689797188	116808.617173822	73707.355220639	88898.8973794657	99796.9842303753	137990.508811269	105464.128943591	114659.05650745	129496.334473762	132921.694766022	94243.6886153124	121778.399293882	117582.757292235	73000.8214499119	79292.0500163712	119537.118008489	84501.74136503	117633.925372916	134783.296290723	155272.220514865	98090.2298474045	86328.2800804362	126859.844182952	86952.7779087365	99130.4937463857	88193.8251258929	117987.689053368	81072.4423662527	110753.748054485	113217.310173427
"sp|A2BH40|ARI1A_MOUSE"	75692.2541207915	101894.30453901	80378.8053574882	79755.3600926287	91605.5920760453	69983.9634753071	80838.4312342863	79824.9525261374	87549.4956251588	82955.2912336449	83294.034021003	86879.8011163267	79603.8296416846	92642.3467235726	73404.3536101219	75824.0948254158	80479.0984145322	88344.6580825149	76886.894676033	83260.5450076451	81994.1724521139	86259.6176872219	83062.2429662225	72782.3936344411	73946.0836179602	89907.9523576262	80154.0061171622	80882.1826542642	77443.0182202461	81185.448648776	80777.95150006	84613.2150318403	76820.8621222552	91221.5439755759	83186.1530127534	87736.8251374397	99021.7669538642	73313.118520435	80536.8875468636	87144.2836039954
"sp|Q61686|CBX5_MOUSE"	126977.606142143	130264.265103751	94957.3792712525	98925.171209496	131081.859117802	112092.306467778	102201.03353286	97511.3475995316	116387.931747917	127301.886882452	99963.3552438267	107058.484707781	104098.85025497	96445.980140736	97832.7114699948	93295.1263569661	95244.0376880683	88969.9407168733	90933.3550000996	79729.4896712014	107499.165686832	114104.049095721	104117.788142349	79501.6006869819	82760.6124375964	93217.1434568222	100897.7233523	141443.795070972	125201.491978673	121237.662031649	124821.997408313	110519.513020562	122882.665992415	140887.342685531	131833.805347999	106286.311215841	127538.80697829	91167.685620802	168427.306751722	118400.551922589
