"accessions"	"CC001_F_1_tmm"	"CC001_F_2_tmm"	"CC001_F_3_tmm"	"CC001_M_1_tmm"	"CC001_M_2_tmm"	"CC001_M_3_tmm"	"CC003_F_1_tmm"	"CC003_F_2_tmm"	"CC003_F_3_tmm"	"CC003_M_1_tmm"	"CC003_M_2_tmm"	"CC003_M_3_tmm"	"CC004_F_1_tmm"	"CC004_F_2_tmm"	"CC004_F_3_tmm"	"CC004_M_1_tmm"	"CC004_M_2_tmm"	"CC004_M_3_tmm"	"CC017_F_1_tmm"	"CC017_F_2_tmm"	"CC017_F_3_tmm"	"CC017_M_1_tmm"	"CC017_M_2_tmm"	"CC017_M_3_tmm"
"sp|Q80ZJ1|RAP2A_MOUSE"	92280.7467305937	96997.2123906143	100827.134935562	108731.161500801	101017.331034182	93361.2656887562	62234.8568604515	92816.7270559639	69619.1093951901	77214.1981199324	84257.1286744805	76075.9578330853	111033.97448713	104393.570933788	98888.3570051206	95166.0725195645	91619.0422323424	89964.1343526308	119520.251881983	98642.289989366	128647.73749095	91326.7277184738	95794.9222401418	89924.8928532581
"sp|Q08093|CNN2_MOUSE"	50364.3811884132	57243.4447000507	54507.4899794473	64954.6991761515	55349.9901544306	56303.2757208584	50512.4316062308	50683.571074725	55887.7673679319	44332.463775712	44642.6382039867	56247.1534941706	47731.753071952	55069.0191167642	42796.6479522896	58905.7828563294	57537.3797612592	53799.0994351234	46170.8897715049	42864.1286742114	45678.2076815354	45414.6619199033	52573.9625884172	49244.0112053295
"sp|Q6PIU9|YJ005_MOUSE"	99534.2723937695	97737.1997933342	104317.757659077	90084.162743283	80117.5245215785	88313.2704953285	92327.2938127164	84706.1263233846	92708.3471065211	93996.3707846127	101334.54679478	98127.9806642009	93814.2643397238	104761.558398397	97347.9161177535	96868.6803656744	97147.2860526404	86492.4374341636	84476.5786308105	80217.3875968389	87999.2916606504	100203.550231773	101850.551494485	90086.328902291
"sp|Q5F2E8|TAOK1_MOUSE"	99520.4973857277	72036.6524617479	87589.9433903033	72649.9167400671	91944.6460089648	101385.185185823	95734.4701578894	86799.2187638451	94437.5134050246	98272.7004486831	88804.4026429157	85432.497690637	85801.2166115024	95675.7242584079	86769.8037106131	95418.8349670273	95794.7143071336	87579.5036338828	63968.6608321399	98006.4621345859	88857.6899894374	103130.389821216	78498.3819799964	84670.7009468435
"sp|P25446|TNR6_MOUSE"	87489.0117903242	105994.786491868	91908.249407634	79561.6558463212	82393.1603753412	74520.3629082355	109099.720351256	56427.652607533	98146.1810693752	86095.590978434	83902.4157070995	104568.08951738	61813.4116931162	66804.9729259135	64371.1866531603	92188.5308884517	100864.892405479	86056.1872941453	51285.3024397314	60694.4343697769	46434.2875144192	74393.1537573022	85303.0074282484	85555.089737198
"sp|Q8BHJ5|TBL1R_MOUSE"	71526.7292572665	75031.1721911889	85468.5863239567	69557.2386177185	72433.2546236336	89440.7361988492	106341.867902117	104589.974610939	75851.5254051314	96557.3260494632	98587.3497149353	99269.312082657	80275.9357033348	78977.0223768232	80930.1418538189	82344.9501344573	91129.521353518	83330.8950441475	73228.5071059803	95056.264289625	76094.8039215259	102003.536722838	71903.6346152966	87751.021087398
"tr|Q3UWL8|Q3UWL8_MOUSE"	93027.5489522907	101980.915428629	90741.8379218981	91433.3105327247	85377.932987657	92542.0505714622	86923.3577817885	95616.7018547976	97295.9690073228	88947.0982587875	85997.7819989478	95741.9761203291	80398.9336329591	81340.4777779728	82103.5123057034	90453.5694490665	90166.2071743053	82369.9244559953	80422.0536568986	77644.780355058	71677.8760089095	98236.7696257061	91814.2014326715	97876.370299416
"sp|Q8BMD5|CDAC1_MOUSE"	63950.4748342532	62408.407278631	62944.1184205741	55390.1295027273	53095.6817219778	63602.0226523617	50389.1310303446	49940.6557325666	45763.1046442547	54277.3515114714	53771.0118619734	60978.9233331866	51914.7522263932	62759.1438951284	51561.3696610631	58740.9817405836	58532.1490973442	51461.2461206664	53299.1960102606	41017.4068161299	54434.5168572417	54959.6537153245	63118.5955919138	48456.8851277464
"sp|Q6P5E6|GGA2_MOUSE"	82785.8304731809	82514.201368441	89136.2280178252	89772.2516164137	86203.3041923488	90673.738543756	69633.7784681287	89716.8306568009	69346.5223218603	78641.8142730291	73722.7020684734	77684.6132538099	97319.1705604101	76422.4574636667	100762.403217043	65331.0042708359	65496.5174235908	61142.1350087181	82461.6155469672	84757.1550787501	72709.6772623322	54414.5943752282	60184.2811536235	53511.5380667227
"sp|Q6P9R4|ARHGI_MOUSE"	76521.1536015802	94583.8443840164	91977.1432771771	78999.1584921025	87184.3655726027	65573.7814869711	74374.1977309781	83578.5058896378	71650.5321083382	71724.4412885529	77928.0619910311	82224.3321329895	92514.7644745624	81698.2998430071	88945.0359208802	87237.4200675488	76565.7837216661	91964.376836118	93713.9651250539	70111.4138094296	66154.8313037407	74698.9429681395	75832.6319140242	84696.7713646997
"sp|O54804|CHKA_MOUSE"	108007.870197794	98227.7217458947	104463.200272557	82444.9834496185	64227.5292746625	65948.9067766504	110736.335908883	112005.350715193	97992.2713613047	68654.0887401122	85753.6882817037	97195.1617164243	86001.2219405437	99336.2846453067	88473.3870137502	79168.2316947438	93140.6854460375	82180.7810386447	119212.23204751	103840.670965904	91452.2716381799	95014.0690465573	92830.7673160384	110850.414016419
"sp|Q9DBQ7|PACE1_MOUSE"	107572.97351533	78107.9127431544	73160.5051582298	55773.9387876547	58562.966174762	73619.6442461087	159302.569936017	69538.3597371211	87498.5962050245	87342.5433783012	94895.7750698727	82013.0760771695	58027.2145551152	83153.9850621237	72412.2253381334	47659.876043811	67074.1901354646	65585.9884163637	42385.8821527568	70839.4692540669	81352.8975741457	47320.8803770709	89159.3928781641	71694.6518130818
"sp|P08071|TRFL_MOUSE"	88434.5676994821	78315.3334545228	115051.805277605	77640.4947699767	130732.827145219	102033.03387552	100704.636536959	112735.548533662	95535.2790336724	104253.229434454	68972.4737733408	91438.2055632342	96218.6064770759	83849.2983930426	90582.7347868794	112822.034999742	76576.596431841	88306.58720058	88152.4958915161	126358.308287153	67323.4162306338	58962.7124753763	52653.5372172522	77330.8756119285
"sp|Q9DB76|EMC9_MOUSE"	123522.464969492	84434.2444398923	91276.722270156	106927.363594228	89812.9702490437	82299.7717708043	52126.8708012881	84821.6438302252	85859.3650973816	106265.674644396	110241.681952493	92116.7856213227	100510.699447358	82421.059752778	82499.8647132473	87688.3482738226	98912.7067320954	99822.980757007	80797.4528301624	71337.4982392957	86463.4371853051	92149.7772502404	117205.470811056	121766.900139537
"sp|P42230|STA5A_MOUSE"	91587.0766827723	56494.1140220439	64722.9198578038	78093.0302354007	85892.9902122903	86728.1310400543	79213.080043636	113750.830841491	85770.3570734371	76164.6720895737	59112.7331723005	82101.7853300463	96561.9311328099	99335.2681053492	100080.551581902	84970.6464387017	90559.3966352085	98021.03379171	83331.1298713645	101039.122295184	83489.7385833217	86454.9496094524	78949.967998635	74722.8311179238
"sp|Q99N57|RAF1_MOUSE"	73411.9375007072	80137.272135462	71472.6053544249	68002.9696126408	66553.2845685034	75741.8711634864	78993.9775814496	77333.14196476	98161.0157400326	84213.5216728838	85077.1738593792	74997.7288728611	68286.3114329982	71645.7362034508	71365.3948369424	83376.2209201059	72325.2353858259	70900.3083038593	62832.8376925213	64910.8627719535	78100.2464412264	92381.1048025946	94797.2553311231	79622.0642581417
"sp|Q91ZP3|LPIN1_MOUSE"	162247.948291694	166510.246197379	124130.486308501	49737.6654883425	45313.3056860075	49873.8999342384	90999.3732220567	37665.0659918812	89641.2789481031	135072.230719895	149396.325457542	95447.4979819134	45097.4582835631	35674.4532679328	55200.7004743947	65243.0429391188	57412.5421074225	78432.4872948046	47409.3861892812	35811.4306263092	43794.4703201196	74782.3400256406	106982.120371481	97773.0913363701
"sp|Q9Z0G0|GIPC1_MOUSE"	73690.3894489816	71757.2885306706	79872.8731421818	79105.9484033358	64139.0204762266	69980.1974941508	82389.6222180865	91174.0469128177	88139.2685440411	73275.9145508223	74977.910584489	84950.5412342857	70443.5881638875	79973.2315351572	73991.3602600101	78954.9001890852	82866.6448326387	75757.0231493777	76694.7997571142	82535.0126784265	66067.5913230233	80469.2250895238	76782.5540457419	80298.8924140252
"sp|Q75N73|S39AE_MOUSE"	78001.9669660782	144473.197105774	116516.756864694	60989.7272244225	99529.7433978188	93144.9678197768	100610.608759664	81375.1949105404	103721.23573581	125706.584502222	97866.9532760276	76383.2393688235	87703.9411054301	64321.5658097808	75864.360687216	64803.2362805334	56489.5298479524	76591.8981259628	121974.784937939	73126.713482525	79787.9631052279	51773.6875543606	71632.0861943972	67650.728920225
"sp|Q6NSR3|ADCK2_MOUSE"	96955.3941025075	87343.7403642228	109657.989407963	90958.571224371	85241.4374912738	45471.6635960246	82562.5978461284	89937.2677340747	90523.9418522186	81887.2430359396	95341.9089051353	101691.897761736	111996.566979842	112733.264744984	135881.945565693	82445.0440636526	87841.4744867156	97894.9381801429	104897.865851036	89794.95154589	46773.5541060979	85083.8622712502	85952.535336114	101429.968794899
"sp|P29754|AGTRA_MOUSE"	77066.2503483788	96514.1650582832	78601.2071335328	74572.1351422654	101340.441467026	161727.066044872	118991.265111742	98972.0085213788	109809.013706842	101745.35578782	91816.7202396174	74186.5421996475	85590.5158103199	98547.4496382993	93752.5082625139	55891.8434327821	59432.5529628123	50818.5652617117	125265.677405553	93364.7017885974	85163.4537689364	60597.8904956653	59059.2948384689	45186.0503951654
"sp|Q91WN2|T150A_MOUSE"	88937.3554930094	108650.145328395	93391.3813214081	91769.5401542313	68440.7613544266	82504.5755501278	87438.7364479029	78124.8078143924	49408.7249583113	85830.1828873495	93553.7167293695	68290.5777326711	50262.3017805707	80709.2064643754	70827.8614926744	85141.5138531866	93385.4458854497	94579.8438760412	78509.7638512129	81688.6889126782	76808.8793192496	133880.0763084	101090.61378911	152790.697388481
"tr|Q6NZL1|Q6NZL1_MOUSE"	76871.4323775013	92831.0459402001	72883.9728207584	78097.2595388159	70278.1187002716	73189.1383426328	92838.2372063169	77016.2636661789	98504.9946659011	78017.8724448655	85088.144363525	102358.588950882	71835.0690894636	66910.6930814918	70887.4712215135	71933.1593985663	82605.1738411382	66338.4944853929	72566.4783645265	66296.446680749	75663.989201934	93090.9726134669	97997.1500931502	81182.2784960007
"sp|Q8BZA9|TIGAR_MOUSE"	80552.3113121107	87141.9256180265	87305.7561784382	78703.1072530401	75507.6024054508	64588.4245282872	75098.0342052455	105090.197209368	84150.596471032	90238.7509687321	96899.7204938393	96499.2056191125	116927.179636956	113025.011712782	108262.771203599	94656.5034254793	68207.5587565179	77309.8295918204	95146.0434526899	102205.53004926	106700.958638137	79339.3935248067	72010.0656813634	83130.5408765662
"sp|Q9DBX2|PHLP_MOUSE"	83316.1682827918	98632.2855658161	91282.4634259513	82211.3144359299	84123.8806146368	88836.7740332932	91056.1447102345	89657.4822129195	101663.852349012	111929.576433786	102395.028862208	80532.4546296691	87527.4658150995	76563.7565177569	91109.8102839826	80548.3146578911	80179.1948673659	88510.9841193298	71948.2996689525	77326.8664276679	71640.1797209452	82107.3815761521	84520.1920170842	83761.2444470118
"sp|Q61420|S35A1_MOUSE"	79530.0089295769	99284.4461808394	71536.7149274719	64252.634809232	78376.1405716279	57639.7248726684	90517.7026270478	91184.6448492251	80963.9237804387	94289.7165694956	75936.0012798891	88540.9796548456	106648.830909219	106175.565479257	116889.449329798	76593.087879992	62265.4830286194	83943.0689003037	86723.6261038226	89107.0422286023	102849.475044985	64016.1770310965	69347.2996639726	53829.3966228932
"sp|Q80ZU0|ARL5A_MOUSE"	92015.0858612153	83653.1466259102	95304.1430605272	83177.710266298	76408.6859557927	84823.2469088974	95641.3294350977	88150.4556557879	99727.0006613047	99925.6806650866	92244.5699013037	98110.6046249776	90283.6889858986	90979.3096548332	83339.6298405764	89785.2655379747	95662.9958377311	81824.8660059958	76594.2655055848	103469.590545538	86687.460839493	89080.9640986233	90014.8201381402	86075.495385944
"sp|Q9CWN7|CNO11_MOUSE"	99294.1936821831	98237.9993487102	91856.5790054767	92642.8913094655	109484.317294199	96917.1190613985	92615.5865261195	95369.7699365053	97933.8598455911	94791.6638014063	86762.9746631176	85121.5580413781	96503.106036033	77720.5789893734	89471.0656332669	79772.839469075	89879.178867846	89631.6080221274	101441.198819729	86760.1213243543	94321.4976706623	79981.7494319877	91272.0992737331	85841.8643336168
"sp|A0A140LIF8|IRGM2_MOUSE"	86690.0613238974	110915.889585461	91308.2986270299	76233.1940585764	91775.0930095514	82357.2422190838	132542.796750692	55107.1497311716	109676.428837841	88615.5709590468	74839.8650739876	93957.7312506113	53356.5018710331	60974.099729787	55303.1873766092	116923.863997169	126007.39248293	127260.979073962	36820.1348659625	53358.5433694898	47411.159891094	93224.0107766234	112702.541501856	96157.7281376613
"sp|P51163|HEM4_MOUSE"	79048.8675772582	67659.3279898505	82531.9851346839	81059.8865811478	75747.5358951868	72458.7411908617	83751.2508798518	97856.0458176801	97384.9770312672	93394.7791114878	95087.7588924242	105289.652409337	98505.2984208742	94934.6666294023	98898.8148522853	97157.840605572	105174.248896978	93054.4937361171	84147.1685300548	85465.679974947	74299.3835776265	105867.600387055	100707.660887842	103607.851394276
"sp|P55065|PLTP_MOUSE"	78889.4710556312	69214.0489975853	72636.1462622632	72078.9607790182	83262.2527937182	71710.5804459861	100305.462010708	85959.8622003794	103642.426547943	121880.982964765	103446.368842847	110629.583621168	95610.034112239	108773.841610585	107713.73422745	86494.298472008	82809.6323608078	85507.0612437726	78272.3318954734	101553.426737446	90289.0718952816	78216.5117148815	80582.2425726127	75469.8488603435
"sp|Q9R1T4|SEPT6_MOUSE"	58549.6877527051	59927.7676899677	80581.9058828957	116875.742552579	114582.637358322	79920.4952120307	70400.1935585295	129323.438598517	86424.0097492789	27842.7056394546	25023.7199565761	75847.325738042	145374.996438242	122046.80383545	110792.524432751	106693.051173662	65879.8771479714	80729.6646055303	70068.0952626911	141332.813788552	80225.2400456137	57428.8023106243	38761.7963883839	81844.0660261979
"sp|Q99MB2|MTFR1_MOUSE"	86140.0449313695	76645.6901607596	83309.9117449409	74119.5996768414	83565.1021763183	77949.7812946628	66809.3969312813	80736.1393451745	76545.973425281	89798.2666631778	82252.269041835	78815.8848600841	92698.7265953919	91839.3024588644	86743.6590927012	80774.7898108179	77903.610862389	83779.3479852852	89823.0756882057	90187.7325756347	85100.9856345956	81881.0181343634	77921.4659209427	79466.6444593832
"sp|Q9JJX7|TYDP2_MOUSE"	65818.9562822145	64007.041680214	69756.956630943	81616.0399802437	94428.2242204988	107042.367131014	95906.5587314285	87746.6742786662	94015.6524582047	62244.2505263063	72878.8874579254	86398.2396600998	92608.8846294054	78231.8985879877	73976.7192739794	109111.482270987	99335.3854025663	86448.7107301524	89453.0240815126	86526.8397735391	73100.6416203619	72689.4710112088	86492.6481293315	80545.5586752806
"sp|O88697|STK16_MOUSE"	110949.818343873	96897.2393450448	88035.8398237347	80910.8036357628	81673.3599061332	79501.4833982107	86138.3145468294	94588.7020232803	97322.8568478894	115115.40478326	99339.7434576016	96690.3420505687	76577.441436892	84696.0761776265	79181.5898078734	72372.9660571517	71964.4840554473	79400.5761836097	77893.7241822672	91332.4397203327	94060.8547653092	90528.4987395349	84686.3040547773	85217.1770134458
"sp|O70145|NCF2_MOUSE"	92657.5915934526	68190.0260261446	79893.9240467644	24658.953562193	82571.2443432786	71682.367680467	70898.7181890911	61796.5671915192	65954.9457428117	105597.032506156	61051.7697800712	73595.7568660556	88772.4187723405	65426.5447435656	67743.8423637909	72994.7616779104	92126.2566369074	90591.5617101863	45983.7249415301	61535.3329831806	49314.2839148914	74669.1583047463	61815.5610447408	60744.0736050754
"sp|P43247|MSH2_MOUSE"	84439.8153673478	84959.3365110142	84143.336194552	86795.8793379824	100394.570331934	73923.7151633696	136460.916489466	95287.1060325276	137239.246919295	81755.0046186274	84031.3191308127	105949.941899822	82467.4379450761	97650.8613957987	86982.0980080574	82191.2705663999	81581.8982691378	86126.3534005818	83328.9908447362	92359.9635743886	77452.9473250395	84544.7598638325	93805.5565192671	87846.2783834112
"sp|Q91WF7|FIG4_MOUSE"	83673.3345627339	81912.4944399668	95529.9618551405	89809.2580212965	87448.825596845	86610.0553917708	93361.5993629564	82426.510202154	89350.1485364516	91303.17710245	99381.7970568272	95011.2679445707	86240.8005165076	90897.9864582345	84511.9545077444	92456.4590827624	98604.0530052864	85342.3234286608	84247.7027815841	87947.1446573397	87355.2236548605	90147.2550481014	85615.3378464258	89763.4568042251
"sp|Q8K1C9|LRC41_MOUSE"	82062.6425509842	89853.3441062754	90662.4186000637	91466.0876341923	85422.7205724077	87064.5943918	95238.6066908361	101788.940018464	99637.0654704442	95853.2961657443	90982.0477158576	80060.5579854998	75484.3641840567	84291.493274548	92040.558681645	98652.1721949725	77836.7686540355	87711.7006460096	81793.1697256285	94535.4496645492	81249.5020414436	79619.3693607032	82253.3097781474	88927.1980160667
"sp|Q8VI94|OASL1_MOUSE"	82505.4106666148	70931.3429953115	81048.8532209098	89194.9517002419	72740.3694904957	88068.75986083	54456.275925585	51252.6802598021	71060.8539497064	92968.2636528328	101794.393760225	75708.3174242557	69471.3697462483	54726.4451510922	67328.6658313505	95554.3156388675	106366.595937166	81814.6970050629	45809.394271325	43520.5721079007	53101.1453001046	68204.8935262995	87401.7882637713	84869.2372059027
