Accession	CC017_M_1	CC017_F_1	CC004_M_1	CC004_F_1	CC001_M_1	CC001_F_1	CC003_M_1	CC003_F_1	Pool_1	CC017_M_2	CC017_F_2	CC004_M_2	CC004_F_2	CC001_M_2	CC001_F_2	CC003_M_2	CC003_F_2	Pool_2	CC017_M_3	CC017_F_3	CC004_M_3	CC004_F_3	CC001_M_3	CC001_F_3	CC003_M_3	CC003_F_3	Pool_3
tr|A2AUP5|A2AUP5_MOUSE	38465	32696	16033	14592	21934	51244	64830	48370	33904	36441	24170	29728	28939	13619	51269	67217	24811	33904	32011	38297	15528	15518	15450	47009	62205	50240	33904
sp|Q8R087|B4GT7_MOUSE	39169	26986	35681	33074	31014	39758	52920	55066	38813	41577	33447	36134	44473	27202	39809	55168	34342	38813	40135	30300	35697	33590	27989	42957	54632	50578	38813
tr|Q3URQ4|Q3URQ4_MOUSE	36354	25394	30759	33020	32880	40655	42022	47424	35784	28986	29469	25992	37958	29657	45096	39911	51087	35784	34661	25914	32895	38399	36543	35196	40376	47601	35784
sp|Q8C3F2|F120C_MOUSE	37680	23751	32082	27811	22738	30735	35689	31286	30226	36004	24723	33892	31000	24028	26930	43544	22726	30226	35159	24504	39885	25209	35297	25116	30824	27114	30226
sp|Q9CQL7|MOFA1_MOUSE	31060	25265	27515	23737	25688	33464	39212	48653	31210	33765	30207	28725	34577	25017	39455	33572	29444	31210	28121	20918	28224	29038	20934	39557	46992	42604	31210
sp|Q04692|SMRCD_MOUSE	39770	30744	34696	33643	33560	41715	39793	50769	37893	35684	33819	37527	38699	35873	41497	44484	37145	37893	33454	33664	33111	35287	38511	44553	41120	50232	37893
sp|Q9EPL4|METL9_MOUSE	36086	30425	33381	27830	38604	36354	44667	46139	36485	35016	29464	29909	27702	37423	49818	48457	35833	36485	33766	24566	28606	25446	35584	49181	53103	45084	36485
sp|O08796|EF2K_MOUSE	26100	30814	30923	28249	27931	30981	38071	33062	30872	29692	15872	31702	26728	37154	41761	41553	19387	30872	32782	26776	28773	25898	39336	28560	30518	38298	30872
sp|Q9QVP9|FAK2_MOUSE	31164	23447	37909	38263	22199	16156	45524	31914	31257	23740	49630	30302	31188	45498	18915	25852	21772	31257	46836	9814	40911	38146	9005	40491	35853	38317	31257
sp|Q60805|MERTK_MOUSE	33061	29071	39404	33786	29778	31799	34483	35644	33509	35300	27813	38689	32605	30712	36190	33134	31827	33509	38967	24739	35215	32113	27509	38816	37352	33012	33509
sp|P47877|IBP2_MOUSE	38765	26320	19075	32322	42273	38163	19734	27151	30691	25075	23918	28313	44436	51331	28306	15613	23610	30691	21045	33738	22550	36121	55498	41647	13100	10077	30691
sp|Q78IQ7|S39A4_MOUSE	57954	19617	38890	36313	30488	54831	43870	25275	37345	32207	37028	32850	35731	26387	34288	54537	47448	37345	55723	25582	31993	40214	36196	28211	58257	19458	37345
sp|Q80WQ6|RHDF2_MOUSE	21091	11959	24556	14073	24904	29715	27193	34553	23036	25801	20733	23364	21767	21547	25385	24892	21577	23036	22036	15576	21186	16286	24166	30791	29954	26173	23036
sp|Q8K2P1|LUR1L_MOUSE	16204	17281	11720	14401	13176	17719	20451	12854	15169	17470	12693	13289	13157	15439	18302	19491	12253	15169	14646	15539	11376	14378	15464	18853	16744	13944	15169
tr|E9PUP1|E9PUP1_MOUSE	57569	46076	64053	51556	1093	3218	40631	30486	37033	47274	31749	50910	49311	24495	21412	37529	33655	37033	57381	40130	60441	53225	3749	5825	41184	38376	37033
sp|Q8BWY7|S39AB_MOUSE	29906	16753	29039	21863	35164	43697	47962	28698	31378	36144	22947	27932	22045	34440	41532	43504	24124	31378	35421	20971	29840	26197	31115	40767	37369	33011	31378
sp|Q9CR37|PPDPF_MOUSE	30677	35099	30903	36682	30430	33294	39910	55977	36154	34062	34172	36945	29865	35249	28755	45877	41205	36154	33790	32250	30807	34078	35472	25111	47384	62247	36154
tr|V9GX91|V9GX91_MOUSE	28710	48237	30397	41222	18096	29251	31922	27563	31205	28313	37375	30653	33040	28339	32379	31450	31195	31205	32035	36932	39766	42205	23680	21606	23162	29286	31205
sp|Q9QZK2|BCAR3_MOUSE	30476	32287	30598	31475	33155	34864	46422	33459	33737	36670	30789	30795	34561	25683	38166	47535	29379	33737	30300	36174	30853	32793	32381	33944	38422	35696	33737
sp|Q6P9J9|ANO6_MOUSE	18564	16402	19975	16773	22689	16678	15901	19916	18903	19625	17434	23658	18492	21405	20126	17502	12878	18903	18091	14561	22329	16133	19430	23075	20384	15531	18903
sp|Q9QY24|ZBP1_MOUSE	13181	10299	16130	10199	11029	14302	13052	16509	13066	13600	4882	28850	6993	15658	14794	9783	5736	13066	13680	2596	21391	10516	15865	13883	14860	12213	13066
sp|Q9D8K8|S2539_MOUSE	37828	29937	32935	32354	29384	28378	35663	36529	32740	40740	27707	36499	36048	26422	30743	35902	28751	32740	34899	29680	30295	37882	29550	30870	33982	36143	32740
sp|Q61753|SERA_MOUSE	24274	12389	20908	19270	16238	23483	23586	41846	22520	33052	22374	23500	23978	19319	19038	19876	21630	22520	19746	17735	24023	19008	16923	21939	28672	39560	22520
sp|Q80YV3|TRRAP_MOUSE	36074	28558	35105	34405	32957	31614	31117	37915	33542	36042	31325	38370	35539	26462	35933	37668	29609	33542	33468	26895	35347	34616	27371	33971	40684	37697	33542
sp|Q99JG3|ANX13_MOUSE	22226	21147	25056	24426	37234	28814	49892	43578	31500	20889	27330	18611	27343	29811	35170	62269	29372	31500	9722	11754	15340	15083	25424	109000	36397	29514	31500
sp|Q3UH06|RREB1_MOUSE	29954	31770	31403	29629	31291	29812	31078	27477	30373	30672	19990	19402	31748	34842	23063	57382	23341	30373	28322	26198	31606	33077	32275	31104	31525	29640	30373
sp|Q6ZQ03|FNBP4_MOUSE	34668	29807	32670	27439	31749	38291	35199	38917	32937	30166	26903	34768	31992	32017	40702	36222	31225	32937	34340	30184	29009	31112	33106	38043	34326	37063	32937
sp|Q3TT38|ILRUN_MOUSE	32193	35646	34171	35795	31027	32741	38029	37548	34508	34425	30011	35975	36640	25618	37719	44287	30564	34508	29255	31985	36787	33300	35464	35793	36166	34869	34508
sp|Q80TY5|VP13B_MOUSE	34331	27140	33896	30672	34287	36100	37634	34895	33801	37357	26686	31793	37368	31226	51586	32707	26935	33801	41885	19209	31427	35783	19485	43498	43523	37993	33801
sp|Q91WB4|PKHF2_MOUSE	21753	35470	25803	32223	46523	22653	27998	32818	31920	18038	38413	36448	29024	31713	28144	33938	37145	31920	31558	28792	29904	30957	36021	34699	32423	28977	31920
sp|Q9DCT5|SDF2_MOUSE	20872	22720	22716	23773	17799	25978	31954	31555	24031	23341	8380	18381	22002	21112	32338	29589	36406	24031	18670	21197	23629	21067	24829	19371	31820	32116	24031
sp|P70663|SPRL1_MOUSE	26187	16732	25198	22508	25925	22753	21788	30438	24144	14826	36401	19056	28392	32158	21842	18210	22760	24144	23579	15231	25267	24362	22676	23895	31090	31195	24144
sp|Q8BJU2|TSN9_MOUSE	25085	34808	27884	32491	27637	29512	22023	23970	27614	24100	27364	28009	33355	23459	30997	28441	28019	27614	29812	28377	31027	24844	27269	30419	29700	15703	27614
sp|Q9Z0F8|ADA17_MOUSE	24165	33724	33889	31284	39848	40064	28724	34773	33475	26669	29060	33606	30725	39676	46030	32668	28221	33475	28826	31287	32301	27424	35167	37501	40726	32830	33475
sp|Q8BGQ1|SPE39_MOUSE	18926	17499	21754	24405	23149	37601	24691	49655	26832	36098	19562	33659	22919	28106	33061	23027	19623	26832	26504	25769	29113	26962	25727	26149	28537	26393	26832
sp|P46414|CDN1B_MOUSE	16491	36577	24897	24064	44691	9883	9906	32558	26275	25372	24180	29344	26373	26406	27535	28802	20827	26275	24605	22997	26442	28874	26106	24947	31343	25733	26275
sp|B2RXA1|PLCX2_MOUSE	7944	9381	6578	14848	6971	14867	25498	24590	13727	14335	12957	11933	14382	10336	15319	17202	14289	13727	13950	14197	9980	12364	8426	14504	19286	17455	13727
sp|Q91V61|SFXN3_MOUSE	9257	14816	13270	12461	16718	14017	17795	13123	14039	15732	10729	15408	13354	11948	20359	12068	14069	14039	10135	11512	17127	12321	13374	19083	12235	18210	14039
sp|Q9DBY8|NVL_MOUSE	26288	19566	20530	17496	22252	24201	28993	35815	24115	26500	18593	21077	26310	18625	38172	28445	18696	24115	23898	18967	22098	20336	18941	30578	31533	29748	24115
sp|Q9WUH7|SEM4G_MOUSE	41461	14360	35714	17493	32613	31171	32145	33936	29772	36004	29379	32946	25987	20684	24417	38462	31853	29772	37318	24636	30551	28790	29059	27865	36194	24960	29772
sp|P69566|RANB9_MOUSE	28154	24475	25647	27527	28323	39718	39301	41364	30936	27041	26188	23617	28664	24180	39793	31730	47288	30936	29769	28590	26027	28908	28415	35854	35119	38998	30936
sp|Q8VHI3|OFUT2_MOUSE	24989	17672	27997	27520	27737	26026	28665	34523	27176	30458	20481	26800	26437	29429	29222	33239	20058	27176	26823	20003	24101	24224	26352	24373	39897	35551	27176
sp|Q9CYU6|DPH7_MOUSE	33523	34098	32936	35152	30082	29814	30224	35763	32834	32050	32075	32986	39996	27391	33149	35663	31964	32834	30124	27406	29797	31791	43312	32130	31076	36985	32834
sp|Q7TT18|MCAF1_MOUSE	28197	21256	23409	23769	19508	24304	32887	38424	26181	27519	25901	28911	27048	24016	24102	26372	24932	26181	24167	25899	29480	25521	25474	21130	31851	28158	26181
sp|A2AJQ3|D19L4_MOUSE	23595	33486	27430	31628	23438	26389	34422	41057	30009	30931	26277	30641	32619	28289	27997	33678	27554	30009	26801	29515	23821	26946	25345	23966	42253	47113	30009
sp|Q8BJ48|NAGPA_MOUSE	17679	15924	15949	12264	14976	16859	17374	21659	16563	14738	15695	16961	14858	15578	18322	19390	16467	16563	15662	22073	19779	14246	15685	15661	14968	9838	16563
sp|Q921I0|ORML1_MOUSE	37568	32685	34281	34309	19278	26875	43468	36012	32795	33982	29638	34978	34621	26201	27847	42520	30973	32795	34487	31861	30845	33730	24517	25688	42699	42059	32795
sp|Q62440|TLE1_MOUSE	28816	31372	28828	35754	31206	38011	36596	35160	32903	33067	27225	34063	39781	26870	41380	35541	29288	32903	32532	29162	30038	36854	30035	39364	33614	30982	32903
sp|Q9D4F2|PLPP6_MOUSE	37762	28749	34302	29362	27778	28778	26981	29203	30289	34638	25907	35423	31882	23744	29309	31908	30871	30289	35213	23852	33074	28246	26579	30295	35255	34403	30289
sp|Q8VED2|BL1S4_MOUSE	32415	24669	34994	30338	22607	31662	33137	24795	28961	30481	21022	31050	23203	23966	32740	42522	25534	28961	32643	26913	28957	30718	23696	28644	31124	28822	28961
tr|E9Q2E4|E9Q2E4_MOUSE	21159	21811	22790	24976	20803	23458	20619	26882	22898	21461	20931	19562	24286	22242	23743	28380	22625	22898	23418	23403	22130	20701	22004	22017	25904	23833	22898
sp|P83917|CBX1_MOUSE	29247	22645	32462	22862	28205	30837	28356	38033	29227	31384	22320	34652	27650	29164	26979	32994	26670	29227	28519	24596	31228	24487	28936	25660	33446	41616	29227
sp|Q8R0G7|SPNS1_MOUSE	35873	23358	28066	22068	24836	30000	27291	38198	28552	25011	22623	29694	30271	26464	39744	32439	23335	28552	27989	21947	22725	24004	28002	35886	38129	31106	28552
sp|Q9D7A6|SRP19_MOUSE	21840	21855	17123	19900	18096	20986	25655	28328	21497	16361	19069	19740	26383	15653	27608	31219	18710	21497	23599	19875	18757	19832	17625	25108	27340	21161	21497
sp|Q6TXD4|DNMBP_MOUSE	28670	21080	23393	21279	22217	25592	24186	27630	23956	20132	24952	23874	21980	21282	30227	24554	26183	23956	24552	19737	26062	21144	21952	29870	25333	25491	23956
sp|Q8VDY9|CAAP1_MOUSE	17874	17864	18235	17095	20678	18924	16717	21581	18695	18903	21142	19244	16036	23812	17566	18144	14468	18695	18709	18573	18457	16022	17477	18129	20721	25927	18695
sp|P54818|GALC_MOUSE	29200	25284	28572	24202	24933	32752	47635	37474	30695	26994	23265	27134	27808	23188	38778	44575	34256	30695	29039	27449	27461	25663	29523	35336	38008	33144	30695
sp|Q8C4J7|TBL3_MOUSE	31921	20495	24951	27250	19686	36049	34920	37502	28119	26478	21378	26521	35972	22891	34284	31888	27122	28119	26031	23275	24786	25020	22251	33273	36214	41418	28119
sp|Q61189|ICLN_MOUSE	19338	24191	18533	20265	22081	25097	26523	30019	22968	23128	20513	18939	23892	22346	26849	26595	21895	22968	26056	19861	17489	21855	15156	28347	31201	27020	22968
sp|B1AVZ0|UPP_MOUSE	24773	25776	24693	26215	26694	23873	24761	30119	25850	24710	23906	24853	25638	22465	31175	28128	26465	25850	27119	24551	30015	19795	26315	26761	27278	28007	25850
sp|Q9DA03|LYRM7_MOUSE	14372	10875	10401	10924	66842	67141	14809	31034	28145	15226	11332	10643	13095	61442	63473	34281	12026	28145	15175	12997	13547	11985	63379	58992	26593	15282	28145
sp|P11247|PERM_MOUSE	13132	25234	26905	28863	21457	30805	28260	32814	25741	17323	25754	20423	26912	31183	29132	26425	27461	25741	20018	21647	22144	26001	32073	34053	24737	24029	25741
sp|E9Q4N7|ARI1B_MOUSE	27241	32185	30206	27067	34476	25187	22017	32463	29115	24816	27721	31499	36183	31634	26746	26299	26193	29115	29252	25206	27869	32359	23733	30341	31943	33206	29115
sp|Q8VHZ7|IMP4_MOUSE	36221	17088	25280	22075	18144	34314	32436	38578	27415	33363	20992	28460	29654	11927	41521	34041	25239	27415	26343	21171	24538	28039	22397	26188	36281	39252	27415
sp|Q924K8|MTA3_MOUSE	20686	14674	17287	18331	13672	24866	32742	28051	20717	23382	12794	19311	21570	15543	26022	26612	21405	20717	19208	16734	18821	20385	25034	19545	22654	26676	20717
sp|Q8C561|LMBD2_MOUSE	23893	31203	24676	29795	24578	34334	37659	30503	29317	23987	26994	30425	27119	27645	29252	39288	26354	29317	43715	13522	46574	14078	15670	17073	45937	48696	29317
sp|Q9WTK7|STK11_MOUSE	29486	26241	32655	29479	27968	26873	33054	30286	29387	28657	27519	30304	30996	29748	26008	29358	30785	29387	31620	14373	31691	32500	18109	35196	37938	42041	29387
sp|Q8R1J9|TOR2A_MOUSE	21572	31850	19240	31878	28390	30930	31620	40030	29346	14656	37933	18374	36158	31550	28460	31233	37248	29346	16088	29821	15560	30693	29976	34418	41126	39451	29346
sp|Q8CIG9|FBXL8_MOUSE	29708	28266	31327	26236	33789	28755	25906	26190	28959	29839	30578	25714	28449	30362	32371	26523	30183	28959	30150	29658	26844	26190	30312	29224	28918	32791	28959
sp|Q8R1N0|ZN830_MOUSE	33619	27288	28376	24499	21263	25195	28674	35699	27736	30747	26461	29878	28943	26676	29582	26639	23790	27736	29524	23929	29728	24982	22004	30516	32806	30141	27736
sp|Q3V2Q8|N42L1_MOUSE	26989	22157	30010	28531	24824	28286	30919	36154	28593	33579	24964	35798	33939	23526	28327	22217	27253	28593	30111	24937	29316	32874	22173	25727	30529	36033	28593
sp|Q60875|ARHG2_MOUSE	20824	18124	26001	23748	26031	21942	28403	30001	24435	19114	23575	25553	25888	24988	28367	24151	24903	24435	25202	19536	26494	18795	27928	26299	26511	26877	24435
sp|Q9QZI8|SERC1_MOUSE	30216	26369	27116	23569	25134	28114	31243	28813	27626	29915	17329	25923	34818	22749	31743	35659	23621	27626	29029	28673	25938	25127	26140	26025	30237	33318	27626
sp|Q9CXV9|DCNL5_MOUSE	21002	20033	22594	18601	22889	19639	26591	34314	23234	20804	21680	22813	23720	19996	27813	28392	21926	23234	22000	24171	23160	22226	20901	23273	25236	25262	23234
sp|Q99LL5|PWP1_MOUSE	28520	25381	31537	27145	27447	31360	24880	27837	27852	34632	27765	33069	29215	26773	29399	20921	23626	27852	26898	27619	23062	22376	27732	39472	28598	26669	27852
sp|Q8K3J9|GPC5C_MOUSE	16274	16197	15948	21112	35173	37037	40529	52558	28879	32510	24184	31269	27255	19988	31607	37010	25291	28879	29865	18138	25192	25841	28243	31589	41229	34456	28879
sp|Q8BYN3|ITPK1_MOUSE	24412	25175	27236	26912	26312	29498	31919	31199	27600	25817	25321	28152	25313	27834	24363	28789	30918	27600	27135	22379	28443	27209	28831	30118	26878	30684	27600
sp|Q8R3Y8|I2BP1_MOUSE	29886	23218	30215	29470	21355	29073	32320	36639	28687	28544	16846	28590	23892	31363	41089	32475	25227	28687	25994	26143	28324	29768	28040	28322	25367	46077	28687
sp|Q61026|NCOA2_MOUSE	25217	23517	27161	23411	21323	24078	24168	25779	24283	22196	25245	25099	28037	25233	21517	21231	24661	24283	24432	22292	24033	22726	23142	26178	26014	27082	24283
sp|A2AJT4|PNISR_MOUSE	15294	17524	14018	14372	15003	13061	11865	14319	14415	14243	12513	14215	19734	15483	15119	11018	13038	14415	6501	12041	12536	11808	22068	11648	17863	22573	14415
sp|Q68FD7|FNIP1_MOUSE	28181	23165	25952	26342	26782	29690	35676	29187	27788	27919	24390	26715	26326	21656	31662	34727	28727	27788	24392	23517	27331	27330	27276	31729	30969	25899	27788
sp|Q8C0T5|SI1L1_MOUSE	20558	23248	20033	20491	26200	30910	33045	33173	25667	29949	17679	23608	19699	33617	29382	27876	22680	25667	22828	22039	20640	23986	31521	30427	25796	27019	25667
sp|Q922Q4|P5CR2_MOUSE	18143	32018	35051	24020	29417	21541	15862	24020	25819	24904	19249	29416	21438	19681	27673	41441	20713	25819	25141	12843	26749	16520	18315	30636	40400	47406	25819
sp|Q6NWW9|FND3B_MOUSE	21639	19697	17874	22394	22232	39001	29742	36601	25342	23981	17443	18375	21515	15460	49984	33742	26887	25342	20751	20907	20475	21033	25904	33911	30906	30484	25342
sp|Q9WTQ5|AKA12_MOUSE	27012	14901	29121	14728	24750	21299	19597	25587	22232	19766	12624	28331	26051	20017	22575	24853	20530	22232	27886	14045	25300	15105	17761	21224	29505	32032	22232
sp|Q3U2I3|FHI1B_MOUSE	21333	32113	28975	27516	30975	23846	24064	24112	27098	33207	18818	28468	32005	19141	35356	27836	24961	27098	24268	26296	26344	24976	25886	28890	33039	27089	27098
sp|Q9D2V5|AAR2_MOUSE	29671	24757	32448	28840	19016	24814	23875	29085	26408	25797	23088	30093	27301	18594	27527	29594	28064	26408	25674	24722	26322	25537	28586	28651	26070	26371	26408
sp|Q80UW5|MRCKG_MOUSE	24297	18762	23156	19660	16762	21932	24403	21703	21283	23315	16279	24962	19341	22005	17619	25251	17881	21283	16269	26700	22087	27097	31505	20939	10620	8141	21283
sp|Q5PRF0|HTR5A_MOUSE	20404	34128	18736	28967	21983	24887	25104	25579	24814	18058	26775	19196	29894	21814	23389	28025	32049	24814	20724	27398	18938	33079	17606	29575	25877	26839	24814
sp|Q4VAA7|SNX33_MOUSE	22781	22887	26439	25452	26779	19533	25268	27905	24891	28084	13327	28686	25368	28488	29125	26427	17834	24891	23809	22316	28614	28960	29262	23310	20955	21986	24891
sp|Q9JHE7|TSSC4_MOUSE	11744	19426	10435	14208	13372	13242	17589	18430	14525	14919	11908	12437	11332	13671	19438	20372	12931	14525	11702	9583	18209	9090	20301	25746	7636	12515	14525
sp|P68181|KAPCB_MOUSE	17550	23032	24603	21865	22384	21207	24826	23973	22461	19147	19281	24544	22261	24550	18640	25741	22695	22461	25375	19647	27144	19357	17674	19807	27857	25738	22461
sp|Q3U182|CRTC2_MOUSE	35537	18338	25369	22323	19879	20922	32285	27690	25077	25285	23448	27152	24175	25362	26308	23898	25674	25077	24762	20474	30197	24459	21013	24581	29899	28241	25077
sp|Q9D3D0|TTPAL_MOUSE	23908	14965	16944	18513	15341	31361	24136	29946	21028	19735	17777	19328	21583	16050	30849	22907	22006	21028	24424	16361	18640	16851	16748	30076	23968	23216	21028
sp|P63044|VAMP2_MOUSE	28592	22691	28294	19202	21172	22562	21920	24190	23446	20713	19751	26832	24732	22741	25776	20601	23204	23446	26761	17147	28659	24755	20637	26887	23071	18104	23446
sp|Q99KX1|MLF2_MOUSE	25215	24843	28124	24648	21044	22104	22266	28054	24659	22091	23723	24481	23847	22190	22427	24858	30940	24659	22769	23235	21507	24986	23169	24422	29348	31570	24659
sp|Q9QXE7|TBL1X_MOUSE	25893	27371	22290	25999	21819	24387	28035	29909	25398	19534	29967	22174	26036	35635	22502	18098	24634	25398	28482	20884	22609	23118	30403	28071	25080	25773	25398
sp|Q5NCF2|TPPC1_MOUSE	24868	24012	25565	27267	22738	24149	24211	26876	25218	25597	21783	24378	26739	23562	26309	29659	24858	25218	23743	26235	24569	26898	26027	26523	22800	24468	25218
sp|Q6P3B9|RBFA_MOUSE	27241	19013	25859	19989	30699	28815	20913	24433	24941	28383	19030	23240	22029	31238	36184	17599	20967	24941	27389	18157	21223	19140	31856	32357	24697	23616	24941
sp|P35601|RFC1_MOUSE	23611	21203	20086	17312	20359	19757	20084	29707	21334	21282	22885	24055	22510	17630	20137	23978	19254	21334	18266	17750	19197	24178	20588	22902	23251	26063	21334
sp|Q8C7E9|CSTFT_MOUSE	17763	16452	17893	16090	18017	18367	18336	26408	18642	19323	19249	19389	17761	14568	19682	22064	18525	18642	20780	13686	17577	17692	19060	23355	20597	13777	18642
sp|O08832|GALT4_MOUSE	26201	15469	23265	28953	11389	25977	28566	28573	22982	19328	23359	18194	26820	18117	27845	28325	24273	22982	22294	20603	17275	17503	13973	32108	31654	32102	22982
sp|Q9DB96|NGDN_MOUSE	20954	19761	21679	15639	17214	21947	20886	20933	19532	20634	20209	18364	19781	14305	23827	21256	20228	19532	21890	16591	21133	15799	16394	22172	21888	22158	19532
sp|Q9D187|CIA2B_MOUSE	17665	15443	13903	15328	12189	13433	12882	13901	14249	4469	12559	21517	17123	13110	12382	12074	17128	14249	17171	12610	11890	15636	9638	15115	17688	14920	14249
sp|Q9JJG0|TACC2_MOUSE	12405	11974	11997	12452	11121	16920	12291	14600	12624	9209	9580	12206	13035	8772	27780	11947	10713	12624	12593	8448	11473	10470	11144	25107	11344	9587	12624
sp|P59235|NUP43_MOUSE	26360	14407	19955	14928	9808	25044	18927	30715	19371	16851	19950	19906	19870	22415	16429	17971	19039	19371	17790	18590	18607	18392	24447	18345	18418	19929	19371
sp|Q3U0J8|TBD2B_MOUSE	14731	11087	16137	13141	14688	16349	15071	15886	14571	12558	11735	14702	15454	15622	18826	13500	13849	14571	8575	13218	16739	8098	14212	21463	24197	4678	14571
sp|Q8BJ83|TM2D3_MOUSE	21632	20342	15055	15893	17554	23229	28610	34732	21586	21598	13713	18055	18045	20449	31058	29609	21457	21586	20386	21922	18548	13909	25715	23535	24648	24192	21586
sp|Q91VC7|PP14A_MOUSE	34548	13347	23208	18691	15524	18814	32447	26312	22585	30761	16482	28561	19423	13819	19436	34607	16894	22585	42553	22839	23447	19423	15578	19090	21857	16971	22585
sp|Q3UDK1|TRAD1_MOUSE	18074	17322	21580	21315	27798	26564	17363	22699	21688	20674	20523	22219	18816	25103	26627	19672	20687	21688	21968	15094	22821	19169	25736	26944	20751	22115	21688
sp|Q60767|LY75_MOUSE	12655	16876	16930	19332	17124	16797	14775	21511	17091	16103	11905	17039	14288	17775	25509	16139	18138	17091	13157	16774	21285	17187	20231	18066	11411	19904	17091
sp|Q9D6I7|DIK1A_MOUSE	15949	28252	19405	24234	19144	17779	23709	18130	20709	19966	22856	25645	23982	19589	16189	15844	21253	20709	18755	21391	22841	25404	21218	18682	18298	15502	20709
